SMILES,predict,Clint,MW_range,PSA_range,NRB_range,HBA_range,HBD_range,LogP_range
CCC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,3.900300649142992,4.518846623309047,200-300,<50,3-5,1-3,1-3,3-4
CNCC(O)CC12CCC(c3ccccc31)c1ccccc12,3.1376975459471894,2.1664261485194816,200-300,<50,3-5,1-3,1-3,3-4
CCC(Nc1ncnc2[nH]cnc12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1,2.4032899413800837,2.664277677493324,400-500,100-150,5-7,7-10,1-3,3-4
CC(C)C1CCC(Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,2.6543326648710783,5.552859967556872,300-400,50-75,5-7,3-5,1-3,3-4
C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCCN4C5=CC=CC=C5NC4=O,2.237975494869521,3.9028862723145594,400-500,75-100,5-7,5-7,1-3,3-4
N=c1nc(C(=O)NCc2cccc3cccnc23)c2ccccc2[nH]1,3.0989978063768477,4.4947037684815845,300-400,75-100,3-5,3-5,3-5,2-3
C(C(F)(Cl)Cl)(F)(F)Cl,4.5904505400106785,0.4960254312430792,<200,<50,<3,<1,<1,2-3
CN=C1C=NN(c2cccc(C(F)(F)F)c2)C(=O)C1Cl,2.6993756932126014,3.3747263277487556,300-400,<50,<3,3-5,<1,2-3
CCN1CCN(CC1)C2=CC=C(C=C2)NC3=CC(=NC=N3)N(C)C(=O)NC4=C(C(=CC(=C4Cl)OC)OC)Cl,2.7994493412413783,4.309154982576856,500-600,75-100,7-10,7-10,1-3,>=4
CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4Cl,0.5597571976543276,1.993392737631828,300-400,<50,<3,3-5,<1,>=4
CC1COCCN1c1cc(C2(S(C)(=N)=O)CC2)nc(-c2cc[nH]c3nccc2-3)n1,1.203641915402516,1.8064181702367141,400-500,100-150,3-5,7-10,1-3,2-3
CC1=C(C=CC=C1[N+](=O)[O-])[N+](=O)[O-],3.257275804668902,4.490147048307164,<200,75-100,<3,3-5,<1,1-2
O=C(Nc1ccccc1)Nc1cnns1,3.9353247025783586,2.604018875753498,200-300,50-75,<3,3-5,1-3,2-3
O=P(OCCCl)(OCCCl)OCCCl,3.230792070642398,1.8229951818212897,200-300,<50,7-10,3-5,<1,2-3
CC(C)(C)CC(C)(C)C1=CC=C(C=C1)O,3.6963953077803278,4.243413982861241,200-300,<50,<3,1-3,1-3,>=4
O=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,3.5542292303136587,3.840922478681181,300-400,50-75,<3,5-7,1-3,1-2
O=C(c1ccc(O)cc1)c1ccc(O)cc1O,4.303122252799912,4.001584511406435,200-300,75-100,<3,3-5,3-5,2-3
CON=C(C1=NOCCO1)c1ccccc1Oc1ncnc(Oc2ccccc2Cl)c1F,3.8150781372866502,3.7518379385882503,400-500,75-100,7-10,7-10,<1,>=4
CCCC1=CC(=O)NC(=S)N1,2.0108791536149853,1.4738722005560367,<200,<50,<3,1-3,1-3,1-2
C=CCOC(=O)C1=CC=CC=C1C(=O)OCC=C,3.5444520720898596,3.0866678441477085,200-300,50-75,5-7,3-5,<1,2-3
C1=CC=C2C(=C1)C=CC3=CC4=CC=CC=C4C=C32,3.3249931833063826,3.8604004147232507,200-300,<50,<3,<1,<1,>=4
CC1=C2CC3C(CC=C4CC(O)CCC43C)C2CCC12OC1CC(C)CNC1C2C,3.2989800212784037,4.32813021826007,400-500,<50,<3,3-5,1-3,>=4
CC(C)Nc1nc(Cl)nc(NC(C)C)n1,2.930904009986018,3.641441350498551,200-300,50-75,3-5,5-7,1-3,2-3
C1CC2=CC=CC3=C2C1=CC=C3,3.4288506365569202,2.589992962855732,<200,<50,<3,<1,<1,2-3
O=C(NO)C1(NS(=O)(=O)c2ccc(Oc3ccc(F)cc3)cc2)CCOCC1,1.499666714192819,1.913322167765711,400-500,100-150,5-7,5-7,3-5,1-2
C1CC1C#C[C@]2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F,2.1150495354304635,3.1202478392280244,300-400,<50,<3,1-3,1-3,>=4
CCOC(=O)CC(C(=O)OCC)SP(=O)(OC)OC,2.6150946881690382,4.964426385618068,300-400,75-100,7-10,7-10,<1,2-3
COc1ccc(O)c(C(C)(C)C)c1,4.34841181442825,2.9424769503830155,<200,<50,<3,1-3,1-3,2-3
CCCCCCOC1=CC=C(C=C1)N,3.6576545700327823,5.312037759993743,<200,<50,5-7,1-3,1-3,3-4
CSc1nnc(C(C)(C)C)c(=O)n1N,1.9928833121247238,1.312316253610314,200-300,50-75,<3,5-7,1-3,0-1
C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,3.2099635453599324,3.600600000727901,500-600,75-100,>=10,7-10,1-3,>=4
FC(F)(F)Br,2.481415233383566,2.627824938988848,<200,<50,<3,<1,<1,1-2
CCCCC(O)(Cn1cncn1)c1ccc(Cl)cc1Cl,2.738593352233903,3.744043216068931,300-400,50-75,5-7,3-5,1-3,3-4
CCOP(=S)(OCC)Oc1nc(Cl)n(C(C)C)n1,3.8853910996384347,3.925732183746518,300-400,50-75,7-10,7-10,<1,3-4
CC(C)C1CCC(C1(CN2C=NC=N2)O)CC3=CC=C(C=C3)Cl,3.4522587816616808,5.552859967556872,300-400,50-75,5-7,3-5,1-3,3-4
Cc1ccc(C(C)(C)C)c(O)c1,4.214012533239481,4.528232984567794,<200,<50,<3,1-3,1-3,2-3
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,2.392297531877131,0.6885116631311579,300-400,<50,<3,3-5,<1,3-4
Cc1cc(COc2ccc(S(=O)(=O)N(C)C3(C(=O)NO)CN(C(=O)C(C)C)C3)cc2)c2ccccc2n1,2.953629880115276,3.0612578074341883,500-600,100-150,7-10,7-10,1-3,2-3
Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,1.2784319331273197,1.5177655078946732,200-300,75-100,<3,5-7,1-3,2-3
Cc1ccc([N+](=O)[O-])cc1,3.916946997534937,3.9151356760387688,<200,<50,<3,1-3,<1,1-2
C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O,3.023686150339877,1.7336283942713184,300-400,75-100,5-7,7-10,1-3,0-1
CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,2.3086944480203413,3.2104082761500496,300-400,50-75,3-5,3-5,1-3,3-4
C[C@@]1(C(=O)N(C(=N1)SC)NC2=CC=CC=C2)C3=CC=CC=C3,3.2043152301147155,3.831590998654214,300-400,<50,3-5,3-5,1-3,3-4
Cc1ccc(C(SC[C@H](N)C(=O)O)(c2ccccc2)c2ccccc2)cc1C,3.661721734337695,3.049271618680062,300-400,50-75,7-10,3-5,1-3,>=4
CCn1c(C(C)NS(=O)(=O)c2ccc(C#N)nc2)nc2cnc(C(F)(F)F)cc21,1.2151155092640225,1.3994968237976466,400-500,100-150,5-7,7-10,1-3,2-3
CCCCCCCC[Si](OCC)(OCC)OCC,3.071733292904833,3.3721103594482438,200-300,<50,>=10,3-5,<1,>=4
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,2.4462692738637704,2.6905119681290026,200-300,<50,<3,1-3,1-3,3-4
CS(=O)(=O)C1=C(C=CC(=C1)C(F)(F)F)C(=O)C2=C(ON=C2)C3CC3,2.463319436160387,3.96943505598847,300-400,75-100,3-5,5-7,<1,3-4
CCCCCCCC1CCC(=O)O1,3.381860194798214,3.2226495354571054,<200,<50,5-7,1-3,<1,3-4
CCNC(=O)NC(=O)/C(=N/OC)/C#N,2.5721779413983397,4.436195640237645,<200,100-150,3-5,5-7,1-3,<0
CCCCOC(=O)c1ccccc1C(=O)OCCCC,3.2521586516486978,4.6925650311110845,200-300,50-75,7-10,3-5,<1,3-4
CC[C@@H]1C[C@@H]2[C@@H](CC[C@@]3(S(=O)(=O)c4ccc(C(F)(F)F)cc4)c4c(F)ccc(F)c4OC[C@@H]23)NS1(=O)=O,0.4860555364079951,0.567181382230949,500-600,75-100,3-5,5-7,1-3,>=4
Cn1nc(CO)nc1NCCCOc1cccc(CN2CCCCC2)c1,3.5347032134928025,3.3668578030321905,300-400,75-100,7-10,7-10,1-3,2-3
C1COCCO1,2.857194003977954,2.2891842514700076,<200,<50,<3,1-3,<1,0-1
CNC1=C(C(=O)N(N=C1)C2=CC=CC(=C2)C(F)(F)F)Cl,2.42470006027368,3.3747263277487556,300-400,<50,<3,3-5,1-3,2-3
OC(=NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1cnc(O)c2ccccc12,2.0183293931706707,2.4138759891326176,400-500,75-100,7-10,5-7,3-5,>=4
C#CCN1C(=O)COC2=CC(=C(C=C21)N3C(=O)C4=C(C3=O)CCCC4)F,3.0236128615629285,3.100510435676909,300-400,50-75,<3,3-5,<1,1-2
CCNC1=NC(=NC(=N1)Cl)NC(C)(C)C#N,2.7774804861274816,2.201094789505169,200-300,75-100,3-5,5-7,1-3,1-2
COC1=C(C=C(C=C1)C(=CC(=O)N2CCOCC2)C3=CC=C(C=C3)Cl)OC,3.0046771459306623,3.9636527532089056,300-400,<50,5-7,3-5,<1,3-4
C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O,2.500584965160049,2.232420674799882,200-300,50-75,<3,3-5,1-3,2-3
FC(F)(F)C(Cl)Cl,1.9710699235500473,4.882654669320898,<200,<50,<3,<1,<1,2-3
c1ccc2ncccc2c1,3.33619620733913,4.59723861406921,<200,<50,<3,1-3,<1,2-3
CC(C)C1=C(C(=CC=C1)C(C)C)O,4.1259408294753355,5.610350895842208,<200,<50,<3,1-3,1-3,3-4
CCCCCc1ccc(N)cc1,3.774435519495719,3.856642633463877,<200,<50,3-5,1-3,1-3,3-4
CN(C(=O)Cc1cccc2occc12)C1CCC2(CCCO2)CC1N1CCCC1,2.426219713948178,2.2564205189442124,300-400,<50,3-5,3-5,<1,3-4
C[C@H](CO)NC1=NC(=NC2=C1N=CC(=O)N2)SCC3=C(C(=CC=C3)F)F,3.3796408509932943,4.0956544705840825,300-400,100-150,5-7,7-10,3-5,2-3
CNC(=O)CSP(=S)(OC)OC,1.926960238667435,2.338734999890452,200-300,<50,5-7,5-7,1-3,0-1
CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,2.9103281858577343,3.5745569271098394,400-500,75-100,7-10,5-7,1-3,>=4
CC12CC1(C(=O)N(C2=O)C3=CC(=CC(=C3)Cl)Cl)C,2.680499116543912,2.6766060413572883,200-300,<50,<3,1-3,<1,3-4
CCNc1nc(Cl)nc(NCC)n1,2.0708769020191355,2.8388001674779244,200-300,50-75,3-5,5-7,1-3,1-2
CCC1=CC(=C(N=C1)C2=NC(C(=O)N2)(C)C(C)C)C(=O)O,2.6526154580329737,1.9432851782606186,200-300,75-100,3-5,3-5,1-3,1-2
CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc(S(C)=O)cc1,2.3398249444763883,1.8064181702367141,300-400,50-75,3-5,1-3,1-3,>=4
N#CSCSc1nc2ccccc2s1,3.8222183508032144,4.334820764847144,200-300,<50,3-5,5-7,<1,3-4
ClC=C(Cl)Cl,4.2487343611738675,3.365100801984549,<200,<50,<3,<1,<1,2-3
FC(C(F)(F)F)C(F)(F)F,1.4193035747823157,2.627824938988848,<200,<50,<3,<1,<1,2-3
CNC(=O)ON=C(C)SC,0.7858462717454809,1.8270968507176903,<200,50-75,<3,3-5,1-3,1-2
N=C1C=CC(=C(c2ccc(N)cc2)c2ccc(N)cc2)C=C1,3.024675186012954,2.2211677492744886,200-300,75-100,<3,3-5,3-5,3-4
Cc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc(C(NC(C)(C)C)c3ccccn3)ns2)n1,1.9307926611966761,3.434720483957125,400-500,100-150,5-7,7-10,3-5,>=4
CC1=CC=C(C=C1)C2=C(N3C=C(C=CC3=N2)C)CC(=O)N(C)C,3.1229661389648187,2.232420674799882,300-400,<50,3-5,3-5,<1,3-4
CC(CO)Nc1cc(NS(=O)(=O)N2CCC2)nc(SCc2cccc(F)c2F)n1,2.660606111614722,2.184626666957669,400-500,100-150,7-10,7-10,3-5,2-3
CCOP(=S)(OCC)OC1=NN(C(=N1)Cl)C(C)C,3.9225466954726738,3.925732183746518,300-400,50-75,7-10,7-10,<1,3-4
CCc1cc2c(cc1CC)CC(NCC(O)c1ccc(O)c3[nH]c(=O)ccc13)C2,2.8911288845994623,2.6281924485456436,300-400,75-100,5-7,3-5,3-5,3-4
O=C1OCC(Cc2cccc(O)c2)C1Cc1cccc(O)c1,4.212987215993658,5.871153098958999,200-300,50-75,3-5,3-5,1-3,2-3
CC(C)(C)C1=NN=C(S1)N(C)C(=O)NC,2.3233676230784535,2.669932366488085,200-300,50-75,<3,3-5,1-3,1-2
CCCC(C)C1(CC)C(=O)N=C(O)NC1=O,1.027305489907212,1.0436381581317689,200-300,75-100,3-5,1-3,1-3,1-2
CN(C)C(=O)Nc1cccc(C(F)(F)F)c1,2.856626197364467,3.280747969380977,200-300,<50,<3,1-3,1-3,2-3
C[C@@H]1COCCN1c1cc(C2([S@](C)(=N)=O)CC2)nc(-c2cc[nH]c3nccc2-3)n1,2.020624202646904,1.8064181702367141,400-500,100-150,3-5,7-10,1-3,2-3
CC1=C(N=C(N=C1OC(=O)N(C)C)N(C)C)C,2.8630594644360605,4.065997881231354,200-300,50-75,<3,5-7,<1,1-2
Oc1ccc2c(c1)-c1ccccc1C2,3.0956874756794326,3.9761390873508344,<200,<50,<3,1-3,1-3,2-3
O=[N+]([O-])c1ccccc1,4.01465145886335,3.081076705295394,<200,<50,<3,1-3,<1,1-2
CCNC(=O)OC1CCN(CC1)C2=NN=CC3=CC(=C(C=C32)OC)OC,3.2432947006109347,5.107673985224389,300-400,75-100,5-7,7-10,1-3,2-3
CC1CC2C(CCC3(S(=O)(=O)c4ccc(C(F)(F)F)cc4)c4c(F)ccc(F)c4OCC23)NS1(=O)=O,0.5067073704311837,0.7019681610657231,500-600,75-100,<3,5-7,1-3,>=4
N#Cc1cccnc1N1CCN(C(=O)c2cccc(Cc3nnc(O)c4ccccc34)c2)CC1,4.877455195592543,5.966859049472992,400-500,100-150,3-5,7-10,1-3,3-4
COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)O)C(=O)OC2,3.0461500675139033,3.6540342763286606,300-400,75-100,5-7,5-7,1-3,2-3
CN(C)C1=CC=C(C=C1)C(=N)C2=CC=C(C=C2)N(C)C.Cl,2.802510598941887,3.136955669224982,300-400,<50,3-5,3-5,1-3,3-4
COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,3.3240248281297715,3.490542838123298,300-400,<50,3-5,1-3,<1,>=4
CCOCN(C(=O)CCl)c1c(C)cccc1CC,3.2313446389953313,5.377718266768763,200-300,<50,5-7,1-3,<1,3-4
Clc1ccccc1CN1CCc2sccc2C1,3.704194031842246,4.970271451552798,200-300,<50,<3,1-3,<1,3-4
CC1=CC(=C(C=C1)O)C(C)(C)C,5.540706291241502,3.9922356063613136,<200,<50,<3,1-3,1-3,2-3
COc1cccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)c1C,3.184331702661522,3.742838616914527,300-400,50-75,3-5,3-5,1-3,>=4
CCOC1=CC2=C(C=C1)NC(C=C2C)(C)C,3.641396797284955,3.678111386004776,200-300,<50,<3,1-3,1-3,3-4
CC(CO)Nc1nc(SCc2cccc(F)c2F)nc2[nH]c(=O)cnc12,3.5065211390460216,4.0956544705840825,300-400,100-150,5-7,7-10,3-5,2-3
COc1ccc(CCOC2CCCCC2N2CCC(O)C2)cc1OC,4.224002664295305,2.858547243087515,300-400,50-75,7-10,5-7,1-3,2-3
COC1CCC(n2nc(C)c(C(O)=N[C@@H](C)C(C)(C)C)c2NS(=O)(=O)c2ccc(C)cc2)CC1,2.1295648856471274,2.3184072597381764,400-500,100-150,7-10,5-7,1-3,>=4
O=C(C=Cc1ccc(CN(CCO)CCc2c[nH]c3ccccc23)cc1)NO,3.489153150172143,4.112452388140354,300-400,75-100,7-10,3-5,3-5,2-3
N#Cc1cc(Br)c(O)c(Br)c1,2.7574283865017972,3.045163365618585,200-300,<50,<3,1-3,1-3,2-3
COCC(C)CN1C(C)Cc2cc(O)ccc2C1c1c(F)cc(C=CC(=O)O)cc1F,3.062186159852248,4.749214251321958,400-500,50-75,7-10,3-5,1-3,>=4
C[Si](Cn1cncn1)(c1ccc(F)cc1)c1ccc(F)cc1,3.4656285412188654,2.9288327648106827,300-400,<50,3-5,3-5,<1,1-2
CC(C)C1=NC(=CS1)CN(C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC2=CC=CC=C2)C[C@@H]([C@H](CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,2.847372945051131,3.1266297423195604,>=600,100-150,>=10,7-10,3-5,>=4
CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,2.154745204172704,2.020069783139841,200-300,50-75,7-10,3-5,1-3,2-3
CCCCC(C#N)(Cn1cncn1)c1ccc(Cl)cc1,3.1511434968071423,3.7548198047292756,200-300,50-75,5-7,3-5,<1,3-4
C1COCCC1(C(=O)NO)NS(=O)(=O)C2=CC=C(C=C2)OC3=CC=C(C=C3)F,1.9979074029108328,1.913322167765711,400-500,100-150,5-7,5-7,3-5,1-2
CC(C)CN1[C@H](c2ccc(/C=C/C(=O)O)cc2)c2ccc(O)cc2CC1(C)C,5.137905368081047,2.7890647440831073,300-400,50-75,5-7,3-5,1-3,>=4
CCOC1=CC=C(C=C1)NC(=O)C,3.517788381462531,3.2099976421787297,<200,<50,3-5,1-3,1-3,2-3
CCC1=C(C(=CC=C1)CC)N,3.3097229949687224,3.738611055944215,<200,<50,<3,1-3,1-3,2-3
CN1CN(C(=S)SC1)C,2.686453285447384,3.484318607371102,<200,<50,<3,3-5,<1,0-1
CC(CF)CN1C(C)Cc2cc(O)ccc2C1c1ccc(C=CC(=O)O)cc1,3.4841684248924647,5.542948399503669,300-400,50-75,5-7,3-5,1-3,>=4
CC(=O)NC1=CC=C(C=C1)O,5.10524687318877,0.649946912270624,<200,<50,<3,1-3,1-3,1-2
CC1=C(C(=O)Nc2ccccc2)SCCO1,3.4835741327308725,4.144821604399771,200-300,<50,<3,3-5,1-3,2-3
CCC(=O)NC1=CC(=C(C=C1)Cl)Cl,5.140716827153195,3.392848963727762,200-300,<50,<3,1-3,1-3,3-4
CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C,1.6324414879618503,1.965984476132442,200-300,50-75,5-7,3-5,1-3,1-2
O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,1.1728212635777264,2.232420674799882,200-300,50-75,<3,3-5,1-3,2-3
C1=CC=C(C=C1)NC(=O)NC2=CN=NS2,2.9552081285297604,2.604018875753498,200-300,50-75,<3,3-5,1-3,2-3
CCc1cccc(CC)c1N,3.0023647398916466,3.738611055944215,<200,<50,<3,1-3,1-3,2-3
CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,3.4565120704347847,5.988782252971292,400-500,<50,7-10,3-5,1-3,>=4
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,2.8267515875490496,4.360494395961876,200-300,50-75,3-5,3-5,1-3,3-4
CCC1(C(=O)NC(=O)NC1=O)C2=CCCCCC2,1.1603677044363296,4.3146133186036115,200-300,75-100,<3,3-5,1-3,1-2
CC1=NC=C(N1CCO)[N+](=O)[O-],2.729952714276396,2.155580485727476,<200,75-100,3-5,5-7,1-3,0-1
CNC(=O)Oc1cccc2c1OC(C)(C)O2,2.774163624746972,4.02730581590257,200-300,50-75,<3,3-5,1-3,1-2
FC(F)(Cl)C(F)(Cl)Cl,3.5411087251612448,0.4960254312430792,<200,<50,<3,<1,<1,2-3
C=CC1=CC=CC=C1,4.169032453426674,4.703924038629804,<200,<50,<3,<1,<1,2-3
CCC(C)(c1ccc(O)cc1)c1ccc(O)cc1,4.212888892931514,4.518846623309047,200-300,<50,3-5,1-3,1-3,3-4
CC(Nc1cc(F)cc(Cl)c1)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12,2.1084314137457256,3.450990217591385,400-500,75-100,5-7,5-7,1-3,>=4
C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CC(N(C)C)C1,2.9592025482813162,2.655377710446548,500-600,75-100,7-10,7-10,1-3,>=4
CCCCN(CCCC)N=O,1.6608612067101223,3.377335470610368,<200,<50,7-10,1-3,<1,2-3
C1=Cc2cccc3cccc1c23,3.2636239914524046,3.481191903559391,<200,<50,<3,<1,<1,3-4
CCn1c(C(C)NS(=O)(=O)c2ccc(C#N)nc2)nc2cnc(C3CC3)cc21,1.1162373390572515,0.4113543988083964,300-400,100-150,5-7,7-10,1-3,2-3
Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,3.219348862598067,2.232420674799882,300-400,<50,3-5,3-5,<1,3-4
CCCc1ccc(O)c(OC)c1,4.985593511611472,4.152452765609863,<200,<50,3-5,1-3,1-3,2-3
CCC1(C2=CCCCCC2)C(=O)NC(=O)NC1=O,1.1879588427669974,4.3146133186036115,200-300,75-100,<3,3-5,1-3,1-2
CCNC1=NC(=NC(=N1)Cl)NCC,2.9216600094737326,2.8388001674779244,200-300,50-75,3-5,5-7,1-3,1-2
CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,4.132898546680984,4.462948686380335,300-400,<50,<3,1-3,<1,>=4
CN1CCN(c2ccc3nc(Nc4ccc(Br)cn4)[nH]c3c2)CC1,2.4767704664405246,3.5795362960314803,300-400,50-75,3-5,5-7,1-3,3-4
CCOc1cc2ccccc2oc1=O,2.6773565881204506,4.206955728268953,<200,<50,<3,3-5,<1,2-3
CCC1=C(C(=O)C=CO1)O,4.73152163961185,5.33314527235854,<200,50-75,<3,3-5,1-3,0-1
CCOc1ncc(C)c2c1C(c1ccc(C#N)cc1OC)C(C(N)=O)=C(C)N2,2.8386018748395996,2.557794902195457,300-400,100-150,5-7,5-7,1-3,2-3
C1=CC=C(C(=C1)CC2=CC=C(C=C2)O)O,4.675461893113634,4.980287695503318,200-300,<50,<3,1-3,1-3,2-3
CCOC(=O)C1=C(C)N=C(C)C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,3.597412646644046,3.456622659303656,300-400,100-150,5-7,7-10,<1,2-3
CS(=O)(=O)C1=CC(=C(C=C1)C(=O)C2C(=O)CCCC2=O)[N+](=O)[O-],1.5686550363236185,0.642480563453373,300-400,100-150,3-5,7-10,<1,1-2
C=CC(=O)Nc1cc(Nc2ncc(C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,3.447861092229045,2.7244535934877994,500-600,75-100,>=10,7-10,1-3,>=4
CC[C@@H](C1=NC2=C(C(=CC=C2)F)C(=O)N1C3=CC=CC=C3)NC4=NC=NC5=C4NC=N5,2.6668996946312404,2.664277677493324,400-500,100-150,5-7,7-10,1-3,3-4
CCC1=C(C(=CC=C1)CC)N(COC)C(=O)CCl,4.585658832698012,5.081630861071418,200-300,<50,5-7,1-3,<1,2-3
CC(=O)N1CCN(CCOc2ccc(C3CCN(c4ccc5nnc(C(F)(F)F)n5n4)CC3)cc2)CC1,3.539002942679022,3.450990217591385,500-600,75-100,5-7,7-10,<1,3-4
Cc1cc(COc2ccc(S(=O)(=O)N(C)C3(C(O)=NO)CN(C(=O)C(C)C)C3)cc2)c2ccccc2n1,2.779574114282834,3.0612578074341883,500-600,100-150,7-10,7-10,1-3,3-4
CC(CCl)Cl,3.122413570611885,4.987083563286031,<200,<50,<3,<1,<1,1-2
CC(C)N(CCC(C1=CC=CC=C1)(C2=CC=CC=N2)C(=O)N)C(C)C,2.277196963455961,0.770201180338248,300-400,50-75,7-10,3-5,1-3,3-4
C[C@H](CF)CN1[C@H](C)Cc2cc(O)ccc2[C@H]1c1ccc(/C=C/C(=O)O)cc1,2.495021911610787,5.542948399503669,300-400,50-75,5-7,3-5,1-3,>=4
C[C@@H]1CN(CCN1C(=O)[C@@H]2CCCC[C@H]2C(=O)NC3(CC3)C#N)C4=CC5=C(C=C4)C(=NN5C)C,3.9695759585142185,2.988368376495352,400-500,75-100,3-5,5-7,1-3,2-3
COc1ccc(OC(F)(F)F)cc1CNC1CCCNC1c1ccccc1,2.571872269147948,2.8180476535328345,300-400,<50,5-7,3-5,1-3,>=4
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,1.5575456187485577,3.2104082761500496,300-400,50-75,3-5,3-5,1-3,3-4
Cc1ccccc1O,4.103768797554058,4.261515311874514,<200,<50,<3,1-3,1-3,1-2
COC(=O)C1=CC=CC=C1C(=O)OC,3.8814044804250196,4.054149419800121,<200,50-75,<3,3-5,<1,1-2
CC(C)(CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(N)sc12,2.4613350155390026,2.7701159173763807,300-400,75-100,5-7,7-10,3-5,3-4
CCOC(=O)c1ccccc1C(=O)OCC,3.39313650760791,4.6925650311110845,200-300,50-75,3-5,3-5,<1,2-3
C1=NC2=C(N1)C(=S)N=C(N2)N,1.6359555396902385,1.9465596523680775,<200,75-100,<3,3-5,3-5,0-1
c1ccc(C[n+]2cccc3ccccc32)cc1,3.675782295039978,2.97547002364752,200-300,<50,<3,<1,<1,3-4
C1CC1(C(=O)NC2=C(C=C(C=C2)Cl)Cl)C(=O)O,1.3562359518041296,0.6183711114329797,200-300,50-75,3-5,1-3,1-3,2-3
C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,3.471198125451222,1.9519933942570784,200-300,<50,<3,1-3,1-3,3-4
N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1S(=O)C(F)(F)F,2.0164066512229555,1.4991894926346008,400-500,75-100,<3,5-7,1-3,>=4
CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,2.2958681864229034,4.244144362112037,300-400,<50,<3,1-3,<1,3-4
C1C[C@H](C2=C(C=CC=N2)[C@H]([C@@H]1C3=C(C(=CC=C3)F)F)N)OC(=O)N4CCC(CC4)N5C6=C(NC5=O)N=CC=C6,2.2553915568272886,2.273329614345249,500-600,100-150,3-5,7-10,1-3,>=4
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,2.279308550989823,1.993392737631828,300-400,<50,<3,3-5,<1,>=4
Nc1ccc(N=Nc2ccccc2)cc1,3.757621913053411,3.7122421583778804,<200,50-75,<3,3-5,1-3,3-4
CN1C(=O)CN=C(C2=C1C=CC(=C2)[N+](=O)[O-])C3=CC=CC=C3F,2.7788845829927817,1.3279465048795942,300-400,75-100,<3,3-5,<1,2-3
CCOc1ccc(Cc2cc(C34OCC(CO)(O3)C(O)C(O)C4O)ccc2Cl)cc1,3.713692910403078,2.5216684127124465,400-500,100-150,5-7,7-10,3-5,1-2
Cc1ccc(Nc2nc3ccc(N4CCN(C)CC4)cc3[nH]2)nc1,3.748552245498174,3.92422525425521,300-400,50-75,3-5,5-7,1-3,2-3
COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1,2.306935517373578,3.613714458122686,200-300,50-75,5-7,5-7,<1,2-3
